code,name,ects,link,professor,description
MSE-636(b),Scanning electron microscopy techniques (b),1,https://edu.epfl.ch/studyplan/en/doctoral_school/advanced-manufacturing/coursebook/scanning-electron-microscopy-techniques-b-MSE-636-B,"Cantoni Marco, Navratilova Lucie, Oveisi Emadeddin",Every year
MSE-703,Science and technology of UV-induced polymerization,1,https://edu.epfl.ch/studyplan/en/doctoral_school/advanced-manufacturing/coursebook/science-and-technology-of-uv-induced-polymerization-MSE-703,"Dalle Vacche Sara, Leterrier Yves, Nouzille Eric Jacques, Sangermano Marco",Every year
MICRO-618,Soft Microsystems Processing and Devices,2,https://edu.epfl.ch/studyplan/en/doctoral_school/advanced-manufacturing/coursebook/soft-microsystems-processing-and-devices-MICRO-618,"Briand Danick, Brugger Jürgen, Lacour Stéphanie, Leterrier Yves, Shea Herbert, Subramanian Vivek",Every 2 years
MICRO-448,Manufacturing systems and supply chain dynamics,3,https://edu.epfl.ch/studyplan/en/doctoral_school/advanced-manufacturing/coursebook/manufacturing-systems-and-supply-chain-dynamics-MICRO-448,"Filliger Roger, Gallay Olivier",This course discusses quantitatively some important and generic performance and reliability issues that affect the behavior of manufacturing systems and supply chains.
AR-682,Citation Politics,2,https://edu.epfl.ch/studyplan/en/doctoral_school/architecture-and-sciences-of-the-city/coursebook/citation-politics-AR-682,Malterre-Barthes Charlotte,Only this year
AR-616,EDAR thesis writing workshop,2,https://edu.epfl.ch/studyplan/en/doctoral_school/architecture-and-sciences-of-the-city/coursebook/edar-thesis-writing-workshop-AR-616,"Bakke Gretchen, Sgier Lea",Tous les ans
AR-602,Introduction to research I,2,https://edu.epfl.ch/studyplan/en/doctoral_school/architecture-and-sciences-of-the-city/coursebook/introduction-to-research-i-AR-602,"Cogato Lanza Elena, Pattaroni Luca Giovanni",Tous les ans
AR-604,Introduction to research II,2,https://edu.epfl.ch/studyplan/en/doctoral_school/architecture-and-sciences-of-the-city/coursebook/introduction-to-research-ii-AR-604,"Cogato Lanza Elena, Pattaroni Luca Giovanni",Tous les ans
AR-683,Mud on the Floor,1,https://edu.epfl.ch/studyplan/en/doctoral_school/architecture-and-sciences-of-the-city/coursebook/mud-on-the-floor-AR-683,"Cogato Lanza Elena, Nichols Sarah",Only this year
AR-684,ORIGINAL KNOWLEDGE. 9th Les Rencontres de l'EDAR,1,https://edu.epfl.ch/studyplan/en/doctoral_school/architecture-and-sciences-of-the-city/coursebook/original-knowledge-9th-les-rencontres-de-l-edar-AR-684,"Braghieri Nicola, Cogato Lanza Elena",Only this year
AR-667,Rythmologies. Sociétés et territoires à l'épreuve,2,https://edu.epfl.ch/studyplan/en/doctoral_school/architecture-and-sciences-of-the-city/coursebook/rythmologies-societes-et-territoires-a-l-epreuve-AR-667,Kaufmann Vincent,Tous les ans
AR-681,"Space, Life, and Politics",1,https://edu.epfl.ch/studyplan/en/doctoral_school/architecture-and-sciences-of-the-city/coursebook/space-life-and-politics-AR-681,"Mantziaras Panos, Pietropolli Tommaso, Viganò Paola",Cette année uniquement
AR-680,Urbanism of Hope. 16th IFoU Conference.,2,https://edu.epfl.ch/studyplan/en/doctoral_school/architecture-and-sciences-of-the-city/coursebook/urbanism-of-hope-16th-ifou-conference-AR-680,"Cogato Lanza Elena, Pietropolli Tommaso, Viganò Paola",Only this year
BIO-687,Engineering of musculoskeletal system and rehabilitation,3,https://edu.epfl.ch/studyplan/en/doctoral_school/biotechnology-and-bioengineering/coursebook/engineering-of-musculoskeletal-system-and-rehabilitation-BIO-687,"Antoniadis Alexander, Crevoisier Xavier, Favre Julien, Goetti Patrick, Martin Robin, Pioletti Dominique, Terrier Alexandre","This course presents today research questions and methods associated to the musculoskeletal system, its pathologies, and treatment."
BIOENG-602,Let's experiment,1,https://edu.epfl.ch/studyplan/en/doctoral_school/biotechnology-and-bioengineering/coursebook/let-s-experiment-BIOENG-602,Manley Suliana,Every year
BIO-714,Mechanisms of cell motility,2,https://edu.epfl.ch/studyplan/en/doctoral_school/biotechnology-and-bioengineering/coursebook/mechanisms-of-cell-motility-BIO-714,Verkhovskiy Alexander,Every 2 years
BIOENG-600,Monthly IBI-EDBB Mini-symposia,1,https://edu.epfl.ch/studyplan/en/doctoral_school/biotechnology-and-bioengineering/coursebook/monthly-ibi-edbb-mini-symposia-BIOENG-600,Ferreira De Sousa Correia Bruno Emanuel,Every year
BIOENG-605,Planning your scientific journey (EDBB),1,https://edu.epfl.ch/studyplan/en/doctoral_school/biotechnology-and-bioengineering/coursebook/planning-your-scientific-journey-edbb-BIOENG-605,Manley Suliana,Every year
BIOENG-601,Python Bootcamp,2,https://edu.epfl.ch/studyplan/en/doctoral_school/biotechnology-and-bioengineering/coursebook/python-bootcamp-BIOENG-601,"Bois Justin, Ramdya Pavan P",Every year
BIO-664(A),Responsible Conduct in Biomedical Research (Fall),1,https://edu.epfl.ch/studyplan/en/doctoral_school/biotechnology-and-bioengineering/coursebook/responsible-conduct-in-biomedical-research-fall-BIO-664-A,Glousker Galina,Every year
BIO-664(B),Responsible Conduct in Biomedical Research (Spring),1,https://edu.epfl.ch/studyplan/en/doctoral_school/biotechnology-and-bioengineering/coursebook/responsible-conduct-in-biomedical-research-spring-BIO-664-B,Glousker Galina,Responsible Conduct in Biomedical Research
BIO-686(A),Scientific writing for biomedical articles (Fall),1,https://edu.epfl.ch/studyplan/en/doctoral_school/biotechnology-and-bioengineering/coursebook/scientific-writing-for-biomedical-articles-fall-BIO-686-A,"Bless Ann Sheila, Le Duc Ingrid",Every year
BIO-686(B),Scientific writing for biomedical articles (Spring),1,https://edu.epfl.ch/studyplan/en/doctoral_school/biotechnology-and-bioengineering/coursebook/scientific-writing-for-biomedical-articles-spring-BIO-686-B,"Bless Ann Sheila, Le Duc Ingrid","The course is highly recommended for its excellent quality. Researchers will be apt to write a clear, well-structured article. We aim to make researchers aware of good writing and help them to face their writing with confidence."
BIOENG-603,Sharing your research,1,https://edu.epfl.ch/studyplan/en/doctoral_school/biotechnology-and-bioengineering/coursebook/sharing-your-research-BIOENG-603,Manley Suliana,Every year
BIO-698,The making of an innovative medicine,2,https://edu.epfl.ch/studyplan/en/doctoral_school/biotechnology-and-bioengineering/coursebook/the-making-of-an-innovative-medicine-BIO-698,Clerc Roger G.,Every year
BIO-699(1),Training Rotation (EDBB),1,https://edu.epfl.ch/studyplan/en/doctoral_school/biotechnology-and-bioengineering/coursebook/training-rotation-edbb-BIO-699-1,Profs divers *,Every year
BIOENG-604,Writing for science,1,https://edu.epfl.ch/studyplan/en/doctoral_school/biotechnology-and-bioengineering/coursebook/writing-for-science-BIOENG-604,Manley Suliana,Every 2 years
PHYS-770,CIBM translational MR neuroimaging & spectroscopy,4,https://edu.epfl.ch/studyplan/en/doctoral_school/biotechnology-and-bioengineering/coursebook/cibm-translational-mr-neuroimaging-spectroscopy-PHYS-770,"Cudalbu Cristina Ramona, Lanz Bernard, Wenz Daniel, Xin Lijing",Every year
BIOENG-444,Advanced bioengineering methods laboratory,4,https://edu.epfl.ch/studyplan/en/doctoral_school/biotechnology-and-bioengineering/coursebook/advanced-bioengineering-methods-laboratory-BIOENG-444,"Fantner Georg, Guiducci Carlotta, Radenovic Aleksandra",Advanced Bioengineering Methods Laboratories (ABML) offers laboratory practice and data analysis. These active sessions present a variety of techniques employed in the bioengineering field and matching a quantitative and technological based approach.
MICRO-632,Advanced micro-/nano- manufacturing,2,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/advanced-micro-nano-manufacturing-MICRO-632,,Every year
ENG-606(a),Design of experiments (a) - Fall semester,4,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/design-of-experiments-a-fall-semester-ENG-606-A,Fuerbringer Jean-Marie,The course teaches the acquisition of a methodology of designing experiments for optimal quality of the results and of the number of experiments.
MICRO-631,Selected topics in advanced manufacturing,4,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/selected-topics-in-advanced-manufacturing-MICRO-631,,Every year
MSE-666,Additive Manufacturing of Metals and Alloys,2,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/additive-manufacturing-of-metals-and-alloys-MSE-666,"Leinenbach Christian, Logé Roland",Every 2 years
MSE-662,Laser Materials Processing,2,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/laser-materials-processing-MSE-662,"Hoffmann Patrik Willi, Leinenbach Christian",Every 2 years
MGT-602,Mathematical models in supply chain management,4,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/mathematical-models-in-supply-chain-management-MGT-602,Seifert Ralf,Every 2 years
PHYS-609,Modern photovoltaic technologies,2,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/modern-photovoltaic-technologies-PHYS-609,"Haug Franz-Josef, Heier Jakob, Romanyuk Yaroslav",Every year
MICRO-621,MOOC: Micro and Nanofabrication (MEMS),1,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/mooc-micro-and-nanofabrication-mems-MICRO-621,"Brugger Jürgen, Gijs Martinus",Every year
MSE-619,Nanofabrication with focused electron and ion beams,2,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/nanofabrication-with-focused-electron-and-ion-beams-MSE-619,"Hoffmann Patrik Willi, Utke Ivo",Every 2 years
MICRO-606,Scaling in MEMS,1,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/scaling-in-mems-MICRO-606,Shea Herbert,Every 2 years
MSE-636(a),Scanning electron microscopy techniques (a),1,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/scanning-electron-microscopy-techniques-a-MSE-636-A,"Cantoni Marco, Navratilova Lucie, Oveisi Emadeddin",Every year
MSE-636(b),Scanning electron microscopy techniques (b),1,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/scanning-electron-microscopy-techniques-b-MSE-636-B,"Cantoni Marco, Navratilova Lucie, Oveisi Emadeddin",Every year
MSE-703,Science and technology of UV-induced polymerization,1,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/science-and-technology-of-uv-induced-polymerization-MSE-703,"Dalle Vacche Sara, Leterrier Yves, Nouzille Eric Jacques, Sangermano Marco",Every year
MICRO-618,Soft Microsystems Processing and Devices,2,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/soft-microsystems-processing-and-devices-MICRO-618,"Briand Danick, Brugger Jürgen, Lacour Stéphanie, Leterrier Yves, Shea Herbert, Subramanian Vivek",Every 2 years
AR-682,Citation Politics,2,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/citation-politics-AR-682,Malterre-Barthes Charlotte,Only this year
AR-616,EDAR thesis writing workshop,2,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/edar-thesis-writing-workshop-AR-616,"Bakke Gretchen, Sgier Lea",Tous les ans
AR-602,Introduction to research I,2,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/introduction-to-research-i-AR-602,"Cogato Lanza Elena, Pattaroni Luca Giovanni",Tous les ans
AR-604,Introduction to research II,2,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/introduction-to-research-ii-AR-604,"Cogato Lanza Elena, Pattaroni Luca Giovanni",Tous les ans
AR-683,Mud on the Floor,1,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/mud-on-the-floor-AR-683,"Cogato Lanza Elena, Nichols Sarah",Only this year
AR-684,ORIGINAL KNOWLEDGE. 9th Les Rencontres de l'EDAR,1,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/original-knowledge-9th-les-rencontres-de-l-edar-AR-684,"Braghieri Nicola, Cogato Lanza Elena",Only this year
AR-681,"Space, Life, and Politics",1,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/space-life-and-politics-AR-681,"Mantziaras Panos, Pietropolli Tommaso, Viganò Paola",Cette année uniquement
AR-680,Urbanism of Hope. 16th IFoU Conference.,2,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/urbanism-of-hope-16th-ifou-conference-AR-680,"Cogato Lanza Elena, Pietropolli Tommaso, Viganò Paola",Only this year
BIOENG-600,Monthly IBI-EDBB Mini-symposia,1,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/monthly-ibi-edbb-mini-symposia-BIOENG-600,Ferreira De Sousa Correia Bruno Emanuel,Every year
BIOENG-601,Python Bootcamp,2,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/python-bootcamp-BIOENG-601,"Bois Justin, Ramdya Pavan P",Every year
BIO-686(A),Scientific writing for biomedical articles (Fall),1,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/scientific-writing-for-biomedical-articles-fall-BIO-686-A,"Bless Ann Sheila, Le Duc Ingrid",Every year
BIO-686(B),Scientific writing for biomedical articles (Spring),1,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/scientific-writing-for-biomedical-articles-spring-BIO-686-B,"Bless Ann Sheila, Le Duc Ingrid","The course is highly recommended for its excellent quality. Researchers will be apt to write a clear, well-structured article. We aim to make researchers aware of good writing and help them to face their writing with confidence."
ChE-701,Advanced simulations of solar cell devices,1,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/advanced-simulations-of-solar-cell-devices-CHE-701,"Carnevali Virginia, Slama Vladislav, Vezzosi Andrea",Every year
CH-601(x),Basic and advanced NMR - Level 1 A (EPFL),2,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/basic-and-advanced-nmr-level-1-a-epfl-CH-601-X,"Abriata Luciano Andres, Bornet Aurélien, Emsley David Lyndon, Patiny Luc, Piveteau Laura",Every year
CH-601(y),Basic and advanced NMR - Level 1 B (Sion),2,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/basic-and-advanced-nmr-level-1-b-sion-CH-601-Y,"Bornet Aurélien, Piveteau Laura",Every year
CH-703,Basic and advanced NMR - Level 2 (EPFL),2,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/basic-and-advanced-nmr-level-2-epfl-CH-703,"Abriata Luciano Andres, Bornet Aurélien, Emsley David Lyndon, Patiny Luc, Piveteau Laura",Every year
CH-602,Basic principles of drug action at the cardiovascular system,1,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/basic-principles-of-drug-action-at-the-cardiovascular-system-CH-602,"Diviani Dario, Hummler Beermann Edith, Kellenberger Stephan Beat",Every year
CH-603,Basic principles of drug action at the nervous system,1,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/basic-principles-of-drug-action-at-the-nervous-system-CH-603,Kellenberger Stephan Beat,Every year
CH-634,Chemical Probes for Imaging in Biology,1,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/chemical-probes-for-imaging-in-biology-CH-634,Johnsson Kai,Every year
CH-620,Efficient Synthetic Routes Towards Bioactive Molecules,2,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/efficient-synthetic-routes-towards-bioactive-molecules-CH-620,Cramer Nicolai,Every year
ChE-614,Electron & energy transfer in organic & hybrid systems,2,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/electron-energy-transfer-in-organic-hybrid-systems-CHE-614,"Marchioro Arianna, Nüesch Frank",Every year
CH-629,Frontiers in Sustainable Chemical Synthesis,2,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/frontiers-in-sustainable-chemical-synthesis-CH-629,"Hu Xile, Waser Jérôme",Every 2 years
ChE-601,Hands-on with Research Data Management in Chemistry,1,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/hands-on-with-research-data-management-in-chemistry-CHE-601,"Borel Alain, Gabella Chiara, Varrato Francesco",Every year
CH-728,"Mass spectrometry, principles and applications",3,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/mass-spectrometry-principles-and-applications-CH-728,"Gasilova Natalia, Menin Laure, Ortiz Trujillo Daniel, Patiny Luc",Every year
CH-604,Medicinal chemistry: concepts and case studies from the pharmaceutical industry,1,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/medicinal-chemistry-concepts-and-case-studies-from-the-pharmaceutical-industry-CH-604,Quancard Jean,Every 2 years
CH-622,Synergism between Art of Total Synthesis and High Level Strategic Design (MOM),2,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/synergism-between-art-of-total-synthesis-and-high-level-strategic-design-mom-CH-622,Zhu Jieping,Every year
ENG-619,Information literacy for chemists,1,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/information-literacy-for-chemists-ENG-619,"Borel Alain, Palatella Vincenzo, Pasquier Simon, Petrilli Miriam",Every year
ENG-613(1),Scientific Writing (EDCH) (1) (Fall),1,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/scientific-writing-edch-1-fall-ENG-613-1,Bless Ann Sheila,Every year
ENG-613(2),Scientific Writing (EDCH) (2) (Spring),1,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/scientific-writing-edch-2-spring-ENG-613-2,Bless Ann Sheila,Every year
MSE-639,Statistical methods in atomistic computer simulations,2,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/statistical-methods-in-atomistic-computer-simulations-MSE-639,Ceriotti Michele,Every 2 years
CIVIL-611,Frontiers of Deep Learning for Engineers,4,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/frontiers-of-deep-learning-for-engineers-CIVIL-611,"Alahi Alexandre Massoud, Fink Olga, Tuia Devis","The seminar aims at discussing recent research papers in the field of deep learning, implementing the transferability/adaptability of the proposed approaches to applications in the field of research of the Ph.D. student."
ENV-621,Hands-on bioinformatics for microbial meta-omics,3,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/hands-on-bioinformatics-for-microbial-meta-omics-ENV-621,"Altshuler Ianina, Bell Emma, Bernier-Latmani Rizlan, Carratala Ripolles Anna",Every 3 years
CIVIL-606,Inference for large-scale time series with application to sensor fusion,2,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/inference-for-large-scale-time-series-with-application-to-sensor-fusion-CIVIL-606,"Guerrier Stéphane, Skaloud Jan",Every 3 years
ENV-723,Models for applied environmental economics,1,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/models-for-applied-environmental-economics-ENV-723,Vöhringer Frank,Every 2 years
CIVIL-705,Selected Topics on Advanced Composites in Engineering Structures,2,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/selected-topics-on-advanced-composites-in-engineering-structures-CIVIL-705,Vassilopoulos Anastasios,Every 2 years
ENV-630(c),EESS - CESS Seminar Course - option 1 (SPRING),1,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/eess-cess-seminar-course-option-1-spring-ENV-630-C,"Altshuler Ianina, Zhang Kenan",Every year
ENV-617,Snow Science Winter School (WSL),3,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/snow-science-winter-school-wsl-ENV-617,Löwe Henning,Every year
MATH-801(1),Winter School on Optimization and Operations Research (I),1,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/winter-school-on-optimization-and-operations-research-i-MATH-801-1,Bierlaire Michel,Every year
MATH-801(2),Winter School on Optimization and Operations Research (II),2,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/winter-school-on-optimization-and-operations-research-ii-MATH-801-2,Bierlaire Michel,Every year
BIOENG-601,Python Bootcamp,2,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/python-bootcamp-BIOENG-601,"Bois Justin, Ramdya Pavan P",Every year
BIO-686(A),Scientific writing for biomedical articles (Fall),1,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/scientific-writing-for-biomedical-articles-fall-BIO-686-A,"Bless Ann Sheila, Le Duc Ingrid",Every year
BIO-686(B),Scientific writing for biomedical articles (Spring),1,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/scientific-writing-for-biomedical-articles-spring-BIO-686-B,"Bless Ann Sheila, Le Duc Ingrid","The course is highly recommended for its excellent quality. Researchers will be apt to write a clear, well-structured article. We aim to make researchers aware of good writing and help them to face their writing with confidence."
EE-735,Online learning in games,4,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/online-learning-in-games-EE-735,Cevher Volkan,Every 2 years
ENG-628,Academic Writing for Doctoral Students (2),2,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/academic-writing-for-doctoral-students-2-ENG-628,,Every year
ENG-646,Being a Leader and the Effective Exercise of Leadership,2,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/being-a-leader-and-the-effective-exercise-of-leadership-ENG-646,Jeannet Pierre-Yves,Only this year
CIVIL-607,Communication for Research Engineers,2,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/communication-for-research-engineers-CIVIL-607,Smith Ian,Every year
ENG-616,Communication in science and technology,2,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/communication-in-science-and-technology-ENG-616,Bischofberger Mirko,Every year
ENG-642,Creating & capturing value from innovative tech,2,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/creating-capturing-value-from-innovative-tech-ENG-642,Tal Itzkovitch Sharon,Every year
ENG-640,Motion Design for Science,1,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/motion-design-for-science-ENG-640,"I'Anson Price Robbie, Pinault Alexandre",Every year
ENG-650,Sustainability in my research,2,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/sustainability-in-my-research-ENG-650,"Grazioli Jacopo, Miani Juliane, Mélo Michka Sylvain, Studer Melanie Roselyne, Suris Miret Joan",Every year
MGT-641,Technology and Public Policy - Technology and innovation policies for grand and global challenges,2,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/technology-and-public-policy-technology-and-innovation-policies-for-grand-and-global-challenges-MGT-641,Foray Dominique,Every year
ENG-608,Videomaking for science communication,1,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/videomaking-for-science-communication-ENG-608,Milanese Enrico,Every year
EE-612,Fundamentals in statistical pattern recognition,4,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/fundamentals-in-statistical-pattern-recognition-EE-612,"Anjos André, Canévet Olivier, Marcel Sébastien",Every 2 years
EE-735,Online learning in games,4,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/online-learning-in-games-EE-735,Cevher Volkan,Every 2 years
EE-736,Optimal Control for Dynamic Systems,3,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/optimal-control-for-dynamic-systems-EE-736,"Faulwasser Timm, Jiang Yuning",Every 2 years
EE-600,Usability engineering,3,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/usability-engineering-EE-600,"Carrara Sandro, Lang Virginia, Stradolini Francesca",Every year
MICRO-632,Advanced micro-/nano- manufacturing,2,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/advanced-micro-nano-manufacturing-MICRO-632,,Every year
MICRO-614,Electrochemical nano-bio-sensing and bio/CMOS interfaces,1,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/electrochemical-nano-bio-sensing-and-bio-cmos-interfaces-MICRO-614,Carrara Sandro,Every year
MICRO-617,Energy Autonomous Wireless Smart Systems,3,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/energy-autonomous-wireless-smart-systems-MICRO-617,"Burg Andreas Peter, Dehollain Catherine, Maloberti Franco, Skrivervik Anja",Every 2 years
MICRO-611,Nanoscale MOSFETs and beyond CMOS devices,1,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/nanoscale-mosfets-and-beyond-cmos-devices-MICRO-611,"Ionescu Mihai Adrian, Zota Cezar",Every 2 years
PHYS-642,Statistical physics for optimization & learning,4,https://edu.epfl.ch/studyplan/en/doctoral_school/block-courses/coursebook/statistical-physics-for-optimization-learning-PHYS-642,"Krzakala Florent Gérard, Loureiro Bruno, Saglietti Luca, Zdeborová Lenka",Every 2 years
