code,name,ects,link,professor,description
ChE-433,Biotechnology lab (for CGC),4,https://edu.epfl.ch/studyplan/en/minor/biotechnology-minor/coursebook/biotechnology-lab-for-cgc-CHE-433,Pick Horst,This laboratory-training course is designed to give students a comprehensive insight into laboratory research techniques in the field of biotechnology and pharmaceutical biotechnology with practices employed in the industry. Accompanying lectures provide the theoretical background.
ENG-435,Chemistry of food processes,2,https://edu.epfl.ch/studyplan/en/minor/biotechnology-minor/coursebook/chemistry-of-food-processes-ENG-435,Blank Imre,The course will deliver basic knowledge on the principles of food processing and chemical changes occurring during food manufacturing. Specific thermal processes related to transformation of food raw materials will be described along with benefits and challenges to consider.
CH-319,Experimental biochemistry and biophysics,4,https://edu.epfl.ch/studyplan/en/minor/biotechnology-minor/coursebook/experimental-biochemistry-and-biophysics-CH-319,Hovius Rudolf,"A 7-week long (4+8 h) experiment where you plan and construct a fluorescent sensor protein starting from DNA bricks. The protein will be expressed in and purified from E.coli, characterized by biochemical and spectroscopic methods. Your report will be in the style of a scientific paper or poster"
ENV-507,Fate and behaviour of environmental contaminants,4,https://edu.epfl.ch/studyplan/en/minor/biotechnology-minor/coursebook/fate-and-behaviour-of-environmental-contaminants-ENV-507,,"The student will learn the important processes that control the transport and transformation of organic chemicals in the environment, as well as the formulation and solution of quantitative models to describe these processes."
ChE-330,Fluid mechanics and transport phenomena,4,https://edu.epfl.ch/studyplan/en/minor/biotechnology-minor/coursebook/fluid-mechanics-and-transport-phenomena-CHE-330,Sivula Kevin,"The concept of Shell balances, the Navier-Stokes equations and generalized differential balances equations for heat and mass transport are derived. These relations are applied to model systems. Integral balances are introduced in the context of boundary layers and transfer coefficients."
ENG-436,Food biotechnology,2,https://edu.epfl.ch/studyplan/en/minor/biotechnology-minor/coursebook/food-biotechnology-ENG-436,Sybesma Wilbert Feike Henricus,The course will deliver basic knowledge on the principles of food fermentation and enzyme technology. The course will also present benefits that food biotechnology can bring in terms of Nutrition & Health and Sustainability.
ENG-433,Food chemistry,2,https://edu.epfl.ch/studyplan/en/minor/biotechnology-minor/coursebook/food-chemistry-ENG-433,Richard Christian,"Présentation des propriétés, de la fonctionnalité et des réactions spécifiques des constituants principaux des denrées alimentaires : eau, lipides, hydrates de carbone, protéines, vitamines, sels minéraux, additifs et substances toxiques."
BIOENG-399,Immunoengineering,4,https://edu.epfl.ch/studyplan/en/minor/biotechnology-minor/coursebook/immunoengineering-BIOENG-399,Tang Li,"Immunoengineering is an emerging field where engineering principles are grounded in immunology. This course provides students a broad overview of how engineering approaches can be utilized to study immunology, model immune systems, modulate immune response, and develop novel immunotherapies."
ChE-201,Introduction to chemical engineering,3,https://edu.epfl.ch/studyplan/en/minor/biotechnology-minor/coursebook/introduction-to-chemical-engineering-CHE-201,Hatzimanikatis Vassily,Introduction to Chemical Engineering is an introductory course that provides a basic overview of the chemical engineering field. It addresses the formulation and solution of material and energy balances by using the physical/chemical properties of materials.
ChE-203,Introduction to chemical engineering Laboratory Works,2,https://edu.epfl.ch/studyplan/en/minor/biotechnology-minor/coursebook/introduction-to-chemical-engineering-laboratory-works-CHE-203,Buonsanti Raffaella,Ce cours vise à exposer les étudiants aux processus importants pour le génie chimique. Expériences sont réalisées dans des groupes. Les résultats sont analysés et utilisés pour concevoir des procédés à l'échelle industrielle. Rapports écrits et oraux et la performance des labo donnent la note
ChE-204,Introduction to transport phenomena,3,https://edu.epfl.ch/studyplan/en/minor/biotechnology-minor/coursebook/introduction-to-transport-phenomena-CHE-204,Buonsanti Raffaella,"This course aims at understanding the basic equations behind macroscopic and microscopic transport phenomena (mass, heat and momentum)."
ENV-202,Microbiology for engineers,5,https://edu.epfl.ch/studyplan/en/minor/biotechnology-minor/coursebook/microbiology-for-engineers-ENV-202,Bernier-Latmani Rizlan,"""Microbiology for engineers"" covers the main microbial processes that take place in the environment and in treatment systems. It presents elemental cycles that are catalyzed by microorganisms and that have a major impact on planet Earth."
CH-413,Nanobiotechnology,3,https://edu.epfl.ch/studyplan/en/minor/biotechnology-minor/coursebook/nanobiotechnology-CH-413,Steinauer Angela,"This course concerns modern bioanalytical techniques to investigate biomolecules both in vitro and in vivo, including recent methods to image, track and manipulate single molecules. We cover the basic principles of the respective methods and discuss examples from the current scientific literature."
BIO-491,New tools & research strategies in personalized health,4,https://edu.epfl.ch/studyplan/en/minor/biotechnology-minor/coursebook/new-tools-research-strategies-in-personalized-health-BIO-491,"Friedli Marc Samuel, Trono Didier","We will define the concept of personalized health, describe the underlying technologies, the technological, legal and ethical challenges that the field faces today, and how they are being met."
BIOENG-458,Next-generation biomaterials,4,https://edu.epfl.ch/studyplan/en/minor/biotechnology-minor/coursebook/next-generation-biomaterials-BIOENG-458,"Persat Alexandre Louis André, Tang Li","""Next-Generation Biomaterials"" explores the latest advancements in the development and application of cutting-edge biomaterials for medical and healthcare innovation."
BIO-441,Nutrition: from molecules to health,4,https://edu.epfl.ch/studyplan/en/minor/biotechnology-minor/coursebook/nutrition-from-molecules-to-health-BIO-441,"Descombes Patrick, Hager Jörg, Rezzi Serge André Dominique","The course addresses methods/technologies to study how nutrition affects biological and pathophysiological processes. It provides an overview of molecular phenotyping of individuals and key aspects to perform clinical investigations, covers nutrigenomics, genetics, micronutrients, microbiota."
CH-334,Opération unitaire et technologie des procédés,3,https://edu.epfl.ch/studyplan/en/minor/biotechnology-minor/coursebook/operation-unitaire-et-technologie-des-procedes-CH-334,Meyer Thierry,"L'étudiant sera capable de : - Définir et décrire les principales OpUnit. - Elaborer l'analyse critique d'une OpUnit, optimiser son fonctionnement selon les contraintes. - Emettre des recommandations d'amélioration, en tenant compte de la technique de l'économie et du développement durable."
ChE-436,Pharmaceutical biotechnology,3,https://edu.epfl.ch/studyplan/en/minor/biotechnology-minor/coursebook/pharmaceutical-biotechnology-CHE-436,Pick Horst,"The course focuses on the development and application of biotechnology-based approaches to human diseases. It provides current information on the engineering and pharmaceutical production of highly specific therapeutic proteins, vaccines, and other important biologicals at an industrial scale."
BIO-478,Pharmacology and pharmacokinetics,2,https://edu.epfl.ch/studyplan/en/minor/biotechnology-minor/coursebook/pharmacology-and-pharmacokinetics-BIO-478,"Firsov Dmitri, Kellenberger Stephan Beat","This course introduces the student to the fudamentals of pharmacology, pharmacokinetics and drug-receptor interactions. It discusses also pharmacogenetics and chronopharmacology, to exemplify the challenges of personalized medicine."
ChE-411,Principles and applications of systems biology,3,https://edu.epfl.ch/studyplan/en/minor/biotechnology-minor/coursebook/principles-and-applications-of-systems-biology-CHE-411,Hatzimanikatis Vassily,The course introduces and develops the key concepts from systems biology and systems engineering in the context of complex biological networks. The lectures elaborate on techniques and methods to model and analyze complex biological problems.
ChE-459,Process development,8,https://edu.epfl.ch/studyplan/en/minor/biotechnology-minor/coursebook/process-development-CHE-459,"Gouveia Braz Ana Catarina, Maréchal François, Ribeiro Domingos Meire Ellen Gorete","Through a project, this course will introduce the critical steps in developing a chemical process in the context of industry decarbonisation, from the lab to industrial scale."
ChE-460,Project in biotechnology,10,https://edu.epfl.ch/studyplan/en/minor/biotechnology-minor/coursebook/project-in-biotechnology-CHE-460,Profs divers *,Completing a project in biotechnology in a research lab of choice.
ENG-430,Risk management,2,https://edu.epfl.ch/studyplan/en/minor/biotechnology-minor/coursebook/risk-management-ENG-430,Meyer Thierry,"This course provides students with the opportunity to acquire the methods and tools necessary for modern risk management from an engineering standpoint. It emphasizes actors, resources, and objectives, all while ensuring economic and social sustainability."
BIOENG-430,Selected topics in life sciences,3,https://edu.epfl.ch/studyplan/en/minor/biotechnology-minor/coursebook/selected-topics-in-life-sciences-BIOENG-430,Mahul Mellier Anne-Laure,"The course presents an overview on how recent advances at the interfaces of biology, biotechnology, engineering, physical sciences, and medicine are 1) shaping the landscape of biomedical research; 2) contributing to improving our quality of life and; 3) addressing global health challenges today."
BIOENG-320,Synthetic biology,4,https://edu.epfl.ch/studyplan/en/minor/biotechnology-minor/coursebook/synthetic-biology-BIOENG-320,Barth Patrick Daniel,"This advanced Bachelor/Master level course will cover fundamentals and approaches at the interface of biology, chemistry, engineering and computer science for diverse fields of synthetic biology. This class requires critical and analytical thinking at the frontiers of multiple disciplines"
CIVIL-443,Advanced composites in engineering structures,3,https://edu.epfl.ch/studyplan/en/minor/civil-engineering-minor/coursebook/advanced-composites-in-engineering-structures-CIVIL-443,Vassilopoulos Anastasios,"1.Introduce topics in properties, processing, mechanical behavior, characterization, analysis and structural design of Fiber Reinforced Composites 2.Help students develop their research skills through independent investigations on research topics"
CIVIL-479,Building physics,4,https://edu.epfl.ch/studyplan/en/minor/civil-engineering-minor/coursebook/building-physics-CIVIL-479,,"The course presents the fundamentals of how a building interacts with its environment in terms of energy, heat, air movement, and moisture. The theory is used to explain the principles of well-performing new and retrofitted building designs in addition to the diagnosis of failing performance."
CIVIL-464,Composites design and innovation,3,https://edu.epfl.ch/studyplan/en/minor/civil-engineering-minor/coursebook/composites-design-and-innovation-CIVIL-464,Vassilopoulos Anastasios,The course offers the opportunity to gain practical experience in the characterization of fiber reinforced polymer and manufacturing/production methods for composite structures. The material is presented by lectures and visits to the laboratory. This is mainly a project based - hands on course
CIVIL-423,Computational geomechanics,5,https://edu.epfl.ch/studyplan/en/minor/civil-engineering-minor/coursebook/computational-geomechanics-CIVIL-423,Lecampion Brice Tanguy Alphonse,The goal of this course is to introduce the student to modern numerical methods for the solution of coupled & non-linear problems arising in geo-mechanics / geotechnical engineering.
CIVIL-471,Computational hydrodynamics,5,https://edu.epfl.ch/studyplan/en/minor/civil-engineering-minor/coursebook/computational-hydrodynamics-CIVIL-471,Karimpour Ghannadi Shooka,"Computational Hydrodynamics is an advanced course designed to explore the fundamental principles, methods, and applications of numerical techniques to hydrodynamics. Through this course students will be able to solve the fluidic governing equations, where no analytical solution is available."
CIVIL-534,Computational systems thinking for sustainable eng.,4,https://edu.epfl.ch/studyplan/en/minor/civil-engineering-minor/coursebook/computational-systems-thinking-for-sustainable-eng-CIVIL-534,Sonta Andrew James,"This course integrates systems thinking and network analysis through theory and computing. The objective of this course is to develop expertise in computationally analyzing and modeling complex systems in civil and urban systems engineering, with a particular emphasis on advancing sustainability."
CIVIL-425,Continuum mechanics and applications,6,https://edu.epfl.ch/studyplan/en/minor/civil-engineering-minor/coursebook/continuum-mechanics-and-applications-CIVIL-425,"Garcia Suarez Antonio Joaquin, Lecampion Brice Tanguy Alphonse, Molinari Jean-François","This course covers the fundamentals of continuum mechanics theory at the graduate level and provides modern examples of applications. Extra emphasis is on emerging data-driven approaches. It is adequate for students with a background in civil, mechanical or material engineering."
CIVIL-411,Dam engineering,3,https://edu.epfl.ch/studyplan/en/minor/civil-engineering-minor/coursebook/dam-engineering-CIVIL-411,"De Almeida Manso Pedro Filipe, Mouvet Laurent","Dams are paramount for human development around the world. The course is an introduction to the fascinating domain of dam engineering, from design to construction, for water storage and regulated supply, including for renewable energy generation (hydropower), flood protection and drought prevention."
CIVIL-557,Decision-aid methodologies in transportation,4,https://edu.epfl.ch/studyplan/en/minor/civil-engineering-minor/coursebook/decision-aid-methodologies-in-transportation-CIVIL-557,"Paschalidis Evangelos, Torres Duran Fabian Alejandro","The course has two modules, the first Operations Research (OR), and the second is statistical modeling of transportation systems. Students will be modeling applied problems and developing solution methods and modelling of driver behavior for decision support in transportation."
CIVIL-459,Deep learning for autonomous vehicles,6,https://edu.epfl.ch/studyplan/en/minor/civil-engineering-minor/coursebook/deep-learning-for-autonomous-vehicles-CIVIL-459,Alahi Alexandre Massoud,"Deep Learning (DL) is the subset of Machine learning reshaping the future of transportation and mobility. In this class, we will show how DL can be used to teach autonomous vehicles to detect objects, make predictions, and make decisions. (Fun fact: this summary is powered by DL)"
CIVIL-463,Design and construction of roadways,3,https://edu.epfl.ch/studyplan/en/minor/civil-engineering-minor/coursebook/design-and-construction-of-roadways-CIVIL-463,Tille Micaël,"Ce cours permet de maîtriser les principes et les bases de la conception des voies de circulation (infrastructures routières et ferroviaires). Il traite les bases des projets, la géométrie, la sécurité routière, les matériaux utilisés, les techniques de construction et le dimensionnement."
CIVIL-414,Design of precast concrete structures,3,https://edu.epfl.ch/studyplan/en/minor/civil-engineering-minor/coursebook/design-of-precast-concrete-structures-CIVIL-414,Fernandez-Ordoñez Hernandez David Carlos,"The course deals with the design of precast reinforced concrete structures, both for bridges and for buildings. The course is focused in learning by projects supplemented by some lectures by the teachers. The students will work in groups to design a precast structure."
CIVIL-468,Dynamics of structures,4,https://edu.epfl.ch/studyplan/en/minor/civil-engineering-minor/coursebook/dynamics-of-structures-CIVIL-468,"Lignos Dimitrios, Vanin Francesco","Dynamics loads on structures, equations of motion of linear single- and multiple-degree-of freedom systems; free an forced vibrations; damping in structures: modal superposition and response history analysis, earthquake effects"
CIVIL-444,Energy geostructures,4,https://edu.epfl.ch/studyplan/en/minor/civil-engineering-minor/coursebook/energy-geostructures-CIVIL-444,Laloui Lyesse,"Energy geostructures are a technology that couples the structural role of foundations with the heating/cooling role of geothermal heat exchangers. The goal of the course is to provide an understanding of the structural, geotechnical and energy behaviour."
CIVIL-511,Engineering of existing structures,4,https://edu.epfl.ch/studyplan/en/minor/civil-engineering-minor/coursebook/engineering-of-existing-structures-CIVIL-511,"Denarié Emmanuel, Nussbaumer Alain","The engineering of existing structures encompasses the examination of condition and load-carrying capacity, decision criteria, and methods for rehabilitation or strengthening. This course presents the bases necessary for this approach at the level of materials and structural response."
CIVIL-515,Flood and dam break waves,3,https://edu.epfl.ch/studyplan/en/minor/civil-engineering-minor/coursebook/flood-and-dam-break-waves-CIVIL-515,Ancey Christophe,"Le cours offre des méthodes de calcul hydraulique pour des problèmes d'écoulements non permanents tels que les crues, les vagues, et les ruptures de barrage. L'accent est mis sur la compréhension physique des phénomènes, les équations de base (Saint-Venant), et les aspects relatifs à l'ingénierie."
CIVIL-427,Flow monitoring technology in water engineering,3,https://edu.epfl.ch/studyplan/en/minor/civil-engineering-minor/coursebook/flow-monitoring-technology-in-water-engineering-CIVIL-427,,"This course aims to provide theoretical fundamentals in flow measurement science, and advanced knowledge regarding measurement methods, tools and instrumentation applied to experimental hydraulics, industrial and environmental flows and water engineering applications."
