code,name,ects,link,professor,description
CH-110,Advanced general chemistry I,9,https://edu.epfl.ch/studyplan/en/propedeutics/chemistry-and-chemical-engineering/coursebook/advanced-general-chemistry-i-CH-110,"Fierz Beat, Steinauer Angela, Waser Jérôme","Le cours comporte deux parties. Les bases de la thermodynamique des équilibres et de la cinétique des réactions sont introduites dans l'une d'elles. Les premières notions de chimie quantique sur les électrons et les liaisons chimiques, exemplifiées en chimie organique, sont présentées dans l'autre."
MATH-101(g),Analysis I,6,https://edu.epfl.ch/studyplan/en/propedeutics/chemistry-and-chemical-engineering/coursebook/analysis-i-MATH-101-G,Chizat Lénaïc,Étudier les concepts fondamentaux d'analyse et le calcul différentiel et intégral des fonctions réelles d'une variable.
MATH-101(en),Analysis I (English),6,https://edu.epfl.ch/studyplan/en/propedeutics/chemistry-and-chemical-engineering/coursebook/analysis-i-english-MATH-101-EN,Mountford Thomas,"We study the fundamental concepts of analysis, calculus and the integral of real-valued functions of a real variable."
MATH-101(pi),Analysis I (flipped classroom),6,https://edu.epfl.ch/studyplan/en/propedeutics/chemistry-and-chemical-engineering/coursebook/analysis-i-flipped-classroom-MATH-101-PI,Friedli Sacha,Étudier les concepts fondamentaux d'analyse et le calcul différentiel et intégral des fonctions réelles d'une variable. Cette classe est donnée sous forme inversée.
MATH-101(de),Analysis I (German),6,https://edu.epfl.ch/studyplan/en/propedeutics/chemistry-and-chemical-engineering/coursebook/analysis-i-german-MATH-101-DE,Krieger Joachim,Es werden die Grundlagen der Analysis sowie der Differential- und Integralrechnung von Funktionen einer reellen Veränderlichen erarbeitet.
PHYS-101(k),General physics : mechanics,6,https://edu.epfl.ch/studyplan/en/propedeutics/chemistry-and-chemical-engineering/coursebook/general-physics-mechanics-PHYS-101-K,Mila Frédéric,Le but du cours de physique générale est de donner à l'étudiant.e les notions de base nécessaires à la compréhension des phénomènes physiques. L'objectif est atteint lorsque l'étudiant.e est capable de prévoir quantitativement les conséquences de ces phénomènes avec des outils théoriques appropriés.
PHYS-101(en),General physics : mechanics (English),6,https://edu.epfl.ch/studyplan/en/propedeutics/chemistry-and-chemical-engineering/coursebook/general-physics-mechanics-english-PHYS-101-EN,Baquero Ruiz Marcelo,"Students will learn the principles of mechanics to enable a better understanding of physical phenomena, such as the kinematics and dyamics of point masses and solid bodies. Students will acquire the capacity to quantitatively analyze these effects with the appropriate theoretical tools."
PHYS-101(l),General physics : mechanics (flipped classroom),6,https://edu.epfl.ch/studyplan/en/propedeutics/chemistry-and-chemical-engineering/coursebook/general-physics-mechanics-flipped-classroom-PHYS-101-L,Hébert Cécile,Le but du cours de physique générale est de donner à l'étudiant les notions de base nécessaires à la compréhension des phénomènes physiques. L'objectif est atteint lorsque l'étudiant est capable de prévoir quantitativement les conséquences de ces phénomènes avec des outils théoriques appropriés.
PHYS-101(de),General physics : mechanics (German),6,https://edu.epfl.ch/studyplan/en/propedeutics/chemistry-and-chemical-engineering/coursebook/general-physics-mechanics-german-PHYS-101-DE,Gruetter Rolf,"Die Studenten erwerben die Grundkenntnisse zum Verständnis von physikalischen Phänomenen der Mechanik. Sie entwickeln die Fähigkeit, die Auswirkungen dieser Phänomene mit den entsprechenden theoretischen Werkzeugen quantitativ zu bestimmen."
MATH-111(g),Linear Algebra,6,https://edu.epfl.ch/studyplan/en/propedeutics/chemistry-and-chemical-engineering/coursebook/linear-algebra-MATH-111-G,Zuleta Estrugo José Luis,L'objectif du cours est d'introduire les notions de base de l'algèbre linéaire et ses applications.
MATH-111(en),Linear algebra (english),6,https://edu.epfl.ch/studyplan/en/propedeutics/chemistry-and-chemical-engineering/coursebook/linear-algebra-english-MATH-111-EN,Iseli Annina Ursula,The purpose of the course is to introduce the basic notions of linear algebra and its applications.
MATH-111(pi),Linear algebra (flipped classroom),6,https://edu.epfl.ch/studyplan/en/propedeutics/chemistry-and-chemical-engineering/coursebook/linear-algebra-flipped-classroom-MATH-111-PI,Deparis Simone,L'objectif du cours est d'introduire les notions de base de l'algèbre linéaire et ses applications. Cette classe pilote est donné sous forme inversée.
CH-120,Advanced general chemistry II,6,https://edu.epfl.ch/studyplan/en/propedeutics/chemistry-and-chemical-engineering/coursebook/advanced-general-chemistry-ii-CH-120,"Patiny Luc, Waser Jérôme","Acquisition des notions fondamentales liées à la réactivité des molécules organiques, identification de la structure de petites molécules organiques au moyen des techniques de spectrométrie de masse, spectroscopie infra-rouge et résonance magnétique nucléaire."
MATH-106(f),Analysis II,6,https://edu.epfl.ch/studyplan/en/propedeutics/chemistry-and-chemical-engineering/coursebook/analysis-ii-MATH-106-F,Strütt David Valentin,Étudier les concepts fondamentaux d'analyse et le calcul différentiel et intégral des fonctions réelles de plusieurs variables.
MATH-106(en),Analysis II (English),6,https://edu.epfl.ch/studyplan/en/propedeutics/chemistry-and-chemical-engineering/coursebook/analysis-ii-english-MATH-106-EN,Richter Florian Karl,The course studies fundamental concepts of analysis and the calculus of functions of several variables.
PHYS-106(i),General physics : thermodynamics,6,https://edu.epfl.ch/studyplan/en/propedeutics/chemistry-and-chemical-engineering/coursebook/general-physics-thermodynamics-PHYS-106-I,Osterwalder Andreas,Le but du cours de Physique générale est de donner à l'étudiant les notions de base nécessaires à la compréhension des phénomènes physiques. L'objectif est atteint lorsque l'étudiant est capable de prévoir quantitativement les conséquences de ces phénomènes avec des outils théoriques appropriés.
PHYS-106(en),General physics : thermodynamics (English),6,https://edu.epfl.ch/studyplan/en/propedeutics/chemistry-and-chemical-engineering/coursebook/general-physics-thermodynamics-english-PHYS-106-EN,Hirschmann Michaela,Students acquire the abilities to analyze physical systems through the lens of thermodynamics and statistical physics.
PHYS-106(pi),General physics : thermodynamics (flipped class in english),6,https://edu.epfl.ch/studyplan/en/propedeutics/chemistry-and-chemical-engineering/coursebook/general-physics-thermodynamics-flipped-class-in-english-PHYS-106-PI,,"Students acquire the abilities to analyze physical systems through the lens of thermodynamics, statistical physics, and special relativity."
CH-108(a),Chemistry Laboratory Work I,2,https://edu.epfl.ch/studyplan/en/propedeutics/chemistry-and-chemical-engineering/coursebook/chemistry-laboratory-work-i-CH-108-A,"Andres Julien Alexandre, Chauvin Anne-Sophie",Familiariser l'étudiant avec le travail au laboratoire. Travailler de façon quantitative et/ou qualitative. TP réalisés en relation avec les cours de chimie de 1ere année et complémentaires avec le contenu des enseignements TP2 dispensés au semestre suivant
CH-109(a),Chemistry Laboratory Work II,5,https://edu.epfl.ch/studyplan/en/propedeutics/chemistry-and-chemical-engineering/coursebook/chemistry-laboratory-work-ii-CH-109-A,"Andres Julien Alexandre, Chauvin Anne-Sophie",Familiariser l'étudiant aux principes et à la rigueur de l'analyse quantitative. Introduction aux analyses quantitatives classiques. Apprendre à effectuer un travail quantitatif. Exposer les principes généraux de la chimie analytique quantitative. Rédiger un rapport scientifique
CS-119(k),"Information, Computation, Communication",6,https://edu.epfl.ch/studyplan/en/propedeutics/chemistry-and-chemical-engineering/coursebook/information-computation-communication-CS-119-K,Pereira Pires Rafael,"D'une part, le cours aborde: (1) la notion d'algorithme et de représentation de l'information, (2) l'échantillonnage d'un signal et la compression de données et (3) des aspects liés aux systèmes: ordinateur, mémoire, etc. D'autre part, le cours donne une introduction à la programmation en Python."
MATH-101(a),Analysis I,6,https://edu.epfl.ch/studyplan/en/propedeutics/civil-engineering/coursebook/analysis-i-MATH-101-A,Mila Olivier,Étudier les concepts fondamentaux d'analyse et le calcul différentiel et intégral des fonctions réelles d'une variable.
MATH-101(en),Analysis I (English),6,https://edu.epfl.ch/studyplan/en/propedeutics/civil-engineering/coursebook/analysis-i-english-MATH-101-EN,Mountford Thomas,"We study the fundamental concepts of analysis, calculus and the integral of real-valued functions of a real variable."
MATH-101(pi),Analysis I (flipped classroom),6,https://edu.epfl.ch/studyplan/en/propedeutics/civil-engineering/coursebook/analysis-i-flipped-classroom-MATH-101-PI,Friedli Sacha,Étudier les concepts fondamentaux d'analyse et le calcul différentiel et intégral des fonctions réelles d'une variable. Cette classe est donnée sous forme inversée.
MATH-101(de),Analysis I (German),6,https://edu.epfl.ch/studyplan/en/propedeutics/civil-engineering/coursebook/analysis-i-german-MATH-101-DE,Krieger Joachim,Es werden die Grundlagen der Analysis sowie der Differential- und Integralrechnung von Funktionen einer reellen Veränderlichen erarbeitet.
PHYS-101(a),General physics : mechanics,6,https://edu.epfl.ch/studyplan/en/propedeutics/civil-engineering/coursebook/general-physics-mechanics-PHYS-101-A,Hogge Jean-Philippe,Le but du cours de physique générale est de donner à l'étudiant les notions de base nécessaires à la compréhension des phénomènes physiques. L'objectif est atteint lorsque l'étudiant est capable de prévoir quantitativement les conséquences de ces phénomènes avec des outils théoriques appropriés.
PHYS-101(en),General physics : mechanics (English),6,https://edu.epfl.ch/studyplan/en/propedeutics/civil-engineering/coursebook/general-physics-mechanics-english-PHYS-101-EN,Baquero Ruiz Marcelo,"Students will learn the principles of mechanics to enable a better understanding of physical phenomena, such as the kinematics and dyamics of point masses and solid bodies. Students will acquire the capacity to quantitatively analyze these effects with the appropriate theoretical tools."
PHYS-101(l),General physics : mechanics (flipped classroom),6,https://edu.epfl.ch/studyplan/en/propedeutics/civil-engineering/coursebook/general-physics-mechanics-flipped-classroom-PHYS-101-L,Hébert Cécile,Le but du cours de physique générale est de donner à l'étudiant les notions de base nécessaires à la compréhension des phénomènes physiques. L'objectif est atteint lorsque l'étudiant est capable de prévoir quantitativement les conséquences de ces phénomènes avec des outils théoriques appropriés.
PHYS-101(de),General physics : mechanics (German),6,https://edu.epfl.ch/studyplan/en/propedeutics/civil-engineering/coursebook/general-physics-mechanics-german-PHYS-101-DE,Gruetter Rolf,"Die Studenten erwerben die Grundkenntnisse zum Verständnis von physikalischen Phänomenen der Mechanik. Sie entwickeln die Fähigkeit, die Auswirkungen dieser Phänomene mit den entsprechenden theoretischen Werkzeugen quantitativ zu bestimmen."
MATH-111(a),Linear Algebra,6,https://edu.epfl.ch/studyplan/en/propedeutics/civil-engineering/coursebook/linear-algebra-MATH-111-A,Basterrechea Sébastien,L'objectif du cours est d'introduire les notions de base de l'algèbre linéaire et ses applications.
MATH-111(en),Linear algebra (english),6,https://edu.epfl.ch/studyplan/en/propedeutics/civil-engineering/coursebook/linear-algebra-english-MATH-111-EN,Iseli Annina Ursula,The purpose of the course is to introduce the basic notions of linear algebra and its applications.
MATH-111(pi),Linear algebra (flipped classroom),6,https://edu.epfl.ch/studyplan/en/propedeutics/civil-engineering/coursebook/linear-algebra-flipped-classroom-MATH-111-PI,Deparis Simone,L'objectif du cours est d'introduire les notions de base de l'algèbre linéaire et ses applications. Cette classe pilote est donné sous forme inversée.
MATH-106(a),Analysis II,6,https://edu.epfl.ch/studyplan/en/propedeutics/civil-engineering/coursebook/analysis-ii-MATH-106-A,Mila Olivier,"Étudier les concepts fondamentaux d'analyse, et le calcul différentiel et intégral des fonctions réelles de plusieurs variables."
MATH-106(en),Analysis II (English),6,https://edu.epfl.ch/studyplan/en/propedeutics/civil-engineering/coursebook/analysis-ii-english-MATH-106-EN,Richter Florian Karl,The course studies fundamental concepts of analysis and the calculus of functions of several variables.
PHYS-106(a),General physics : thermodynamics,6,https://edu.epfl.ch/studyplan/en/propedeutics/civil-engineering/coursebook/general-physics-thermodynamics-PHYS-106-A,Houdré Romuald,Le but du cours de Physique générale est de donner à l'étudiant les notions de base nécessaires à la compréhension des phénomènes physiques. L'objectif est atteint lorsque l'étudiant est capable de prévoir quantitativement les conséquences de ces phénomènes avec des outils théoriques appropriés
PHYS-106(en),General physics : thermodynamics (English),6,https://edu.epfl.ch/studyplan/en/propedeutics/civil-engineering/coursebook/general-physics-thermodynamics-english-PHYS-106-EN,Hirschmann Michaela,Students acquire the abilities to analyze physical systems through the lens of thermodynamics and statistical physics.
PHYS-106(pi),General physics : thermodynamics (flipped class in english),6,https://edu.epfl.ch/studyplan/en/propedeutics/civil-engineering/coursebook/general-physics-thermodynamics-flipped-class-in-english-PHYS-106-PI,,"Students acquire the abilities to analyze physical systems through the lens of thermodynamics, statistical physics, and special relativity."
CIVIL-126,Drawing structures,3,https://edu.epfl.ch/studyplan/en/propedeutics/civil-engineering/coursebook/drawing-structures-CIVIL-126,"Baur Raffael, Corres Sojo Enrique, Fernandez-Ordoñez Hernandez David Carlos, Guaita Patricia","The Drawing Structures I will introduce the basic drawing techniques (sketch, plan, section, elevation, and axonometry) to the first-year engineers. Based on these techniques, we will further investigate analytical drawing methods capable of exploring projects, structural concepts and their solution"
ENV-140,Fundamentals of geomatics,2,https://edu.epfl.ch/studyplan/en/propedeutics/civil-engineering/coursebook/fundamentals-of-geomatics-ENV-140,"Gilliéron Pierre-Yves, Tuia Devis","Bases de la géomatique pour les ingénieur·e·s civil et en environnement. Présentation des méthodes d'acquisition, de gestion et de représentation des géodonnées. Apprentissage pratique avec des méthodes topométriques et d'imagerie du territoire."
CS-119(h),"Information, Computation, Communication",6,https://edu.epfl.ch/studyplan/en/propedeutics/civil-engineering/coursebook/information-computation-communication-CS-119-H,"Lévêque Olivier, Stojilovic Mirjana","L'objectif de ce cours est d'initier les étudiants à la pensée algorithmique, de les familiariser avec les fondamentaux de l'informatique et des communications et de développer une première compétence en programmation avec le langage Python."
MSE-171,Materials,6,https://edu.epfl.ch/studyplan/en/propedeutics/civil-engineering/coursebook/materials-MSE-171,"Boehm Courjault Emmanuelle, Drezet Jean-Marie, Gheysen Julie Nathalie S, Scrivener Karen, Sofia Lionel","Une introduction à la science des matériaux appliquée aux matériaux de construction courants, en particulier le béton et les métaux. Description de leur fabrication, leurs comportements mécanique et thermique et leur utilisation en construction."
CIVIL-127,Programming and software development for engineers,3,https://edu.epfl.ch/studyplan/en/propedeutics/civil-engineering/coursebook/programming-and-software-development-for-engineers-CIVIL-127,"Alahi Alexandre Massoud, Menghrajani Alok Deshmukh","This is a python programming course to build on top of students' existing programming skills and help write better software. The course will teach best practices, and introduce refactoring, fixing bugs, and implementing features in a large code base."
CIVIL-124,Statics (for GC),5,https://edu.epfl.ch/studyplan/en/propedeutics/civil-engineering/coursebook/statics-for-gc-CIVIL-124,Denarié Emmanuel,"Ce cours a pour but de développer une compréhension des modèles statiques de structures. Il présente l'étude du jeu des forces dans les constructions isostatiques formées de barres, poutres et câbles."
CS-101,"Advanced information, computation, communication I",7,https://edu.epfl.ch/studyplan/en/propedeutics/communication-systems/coursebook/advanced-information-computation-communication-i-CS-101,"Bourgeat Thomas Emile, Käser Jacober Tanja Christina","Discrete mathematics is a discipline with applications to almost all areas of study. It provides a set of indispensable tools to computer science in particular. This course reviews (familiar) topics as diverse as mathematical reasoning, combinatorics, discrete structures & algorithmic thinking."
MATH-101(a),Analysis I,6,https://edu.epfl.ch/studyplan/en/propedeutics/communication-systems/coursebook/analysis-i-MATH-101-A,Mila Olivier,Étudier les concepts fondamentaux d'analyse et le calcul différentiel et intégral des fonctions réelles d'une variable.
MATH-101(en),Analysis I (English),6,https://edu.epfl.ch/studyplan/en/propedeutics/communication-systems/coursebook/analysis-i-english-MATH-101-EN,Mountford Thomas,"We study the fundamental concepts of analysis, calculus and the integral of real-valued functions of a real variable."
MATH-101(pi),Analysis I (flipped classroom),6,https://edu.epfl.ch/studyplan/en/propedeutics/communication-systems/coursebook/analysis-i-flipped-classroom-MATH-101-PI,Friedli Sacha,Étudier les concepts fondamentaux d'analyse et le calcul différentiel et intégral des fonctions réelles d'une variable. Cette classe est donnée sous forme inversée.
MATH-101(de),Analysis I (German),6,https://edu.epfl.ch/studyplan/en/propedeutics/communication-systems/coursebook/analysis-i-german-MATH-101-DE,Krieger Joachim,Es werden die Grundlagen der Analysis sowie der Differential- und Integralrechnung von Funktionen einer reellen Veränderlichen erarbeitet.
PHYS-101(a),General physics : mechanics,6,https://edu.epfl.ch/studyplan/en/propedeutics/communication-systems/coursebook/general-physics-mechanics-PHYS-101-A,Hogge Jean-Philippe,Le but du cours de physique générale est de donner à l'étudiant les notions de base nécessaires à la compréhension des phénomènes physiques. L'objectif est atteint lorsque l'étudiant est capable de prévoir quantitativement les conséquences de ces phénomènes avec des outils théoriques appropriés.
PHYS-101(en),General physics : mechanics (English),6,https://edu.epfl.ch/studyplan/en/propedeutics/communication-systems/coursebook/general-physics-mechanics-english-PHYS-101-EN,Baquero Ruiz Marcelo,"Students will learn the principles of mechanics to enable a better understanding of physical phenomena, such as the kinematics and dyamics of point masses and solid bodies. Students will acquire the capacity to quantitatively analyze these effects with the appropriate theoretical tools."
PHYS-101(l),General physics : mechanics (flipped classroom),6,https://edu.epfl.ch/studyplan/en/propedeutics/communication-systems/coursebook/general-physics-mechanics-flipped-classroom-PHYS-101-L,Hébert Cécile,Le but du cours de physique générale est de donner à l'étudiant les notions de base nécessaires à la compréhension des phénomènes physiques. L'objectif est atteint lorsque l'étudiant est capable de prévoir quantitativement les conséquences de ces phénomènes avec des outils théoriques appropriés.
PHYS-101(de),General physics : mechanics (German),6,https://edu.epfl.ch/studyplan/en/propedeutics/communication-systems/coursebook/general-physics-mechanics-german-PHYS-101-DE,Gruetter Rolf,"Die Studenten erwerben die Grundkenntnisse zum Verständnis von physikalischen Phänomenen der Mechanik. Sie entwickeln die Fähigkeit, die Auswirkungen dieser Phänomene mit den entsprechenden theoretischen Werkzeugen quantitativ zu bestimmen."
MATH-111(a),Linear Algebra,6,https://edu.epfl.ch/studyplan/en/propedeutics/communication-systems/coursebook/linear-algebra-MATH-111-A,Basterrechea Sébastien,L'objectif du cours est d'introduire les notions de base de l'algèbre linéaire et ses applications.
MATH-111(en),Linear algebra (english),6,https://edu.epfl.ch/studyplan/en/propedeutics/communication-systems/coursebook/linear-algebra-english-MATH-111-EN,Iseli Annina Ursula,The purpose of the course is to introduce the basic notions of linear algebra and its applications.
MATH-111(pi),Linear algebra (flipped classroom),6,https://edu.epfl.ch/studyplan/en/propedeutics/communication-systems/coursebook/linear-algebra-flipped-classroom-MATH-111-PI,Deparis Simone,L'objectif du cours est d'introduire les notions de base de l'algèbre linéaire et ses applications. Cette classe pilote est donné sous forme inversée.
COM-102,"Advanced information, computation, communication II",7,https://edu.epfl.ch/studyplan/en/propedeutics/communication-systems/coursebook/advanced-information-computation-communication-ii-COM-102,Gastpar Michael Christoph,"Text, sound, and images are examples of information sources stored in our computers and/or communicated over the Internet. How do we measure, compress, and protect the informatin they contain?"
MATH-106(e),Analysis II,6,https://edu.epfl.ch/studyplan/en/propedeutics/communication-systems/coursebook/analysis-ii-MATH-106-E,Lachowska Anna,Étudier les concepts fondamentaux d'analyse et le calcul différentiel et intégral des fonctions réelles de plusieurs variables.
MATH-106(en),Analysis II (English),6,https://edu.epfl.ch/studyplan/en/propedeutics/communication-systems/coursebook/analysis-ii-english-MATH-106-EN,Richter Florian Karl,The course studies fundamental concepts of analysis and the calculus of functions of several variables.
CS-173,Fundamentals of digital systems,7,https://edu.epfl.ch/studyplan/en/propedeutics/communication-systems/coursebook/fundamentals-of-digital-systems-CS-173,Stojilovic Mirjana,"Welcome to the introductory course in digital design and computer architecture. In this course, we will embark on a journey into the world of digital systems, exploring the fundamental principles and concepts that underpin modern computing technology."
CS-107,Introduction to programming,5,https://edu.epfl.ch/studyplan/en/propedeutics/communication-systems/coursebook/introduction-to-programming-CS-107,"Pereira Pires Rafael, Sam Jamila",Ce cours aborde les concepts fondamentaux de la programmation et de la programmation orientée objet (langage JAVA). Il permet également de se familisarier avec un environnement de développement informatique (par défaut sous Unix).
CS-108,Practice of object-oriented programming,9,https://edu.epfl.ch/studyplan/en/propedeutics/communication-systems/coursebook/practice-of-object-oriented-programming-CS-108,Schinz Michel,"Les étudiants perfectionnent leurs connaissances en Java et les mettent en pratique en réalisant un projet de taille conséquente. Ils apprennent à utiliser et à mettre en œuvre les principaux types de collections (listes, ensembles, tables associatives), et examinent quelques patrons de conception."
CS-101,"Advanced information, computation, communication I",7,https://edu.epfl.ch/studyplan/en/propedeutics/computer-science/coursebook/advanced-information-computation-communication-i-CS-101,"Bourgeat Thomas Emile, Käser Jacober Tanja Christina","Discrete mathematics is a discipline with applications to almost all areas of study. It provides a set of indispensable tools to computer science in particular. This course reviews (familiar) topics as diverse as mathematical reasoning, combinatorics, discrete structures & algorithmic thinking."
MATH-101(e),Analysis I,6,https://edu.epfl.ch/studyplan/en/propedeutics/computer-science/coursebook/analysis-i-MATH-101-E,Lachowska Anna,Étudier les concepts fondamentaux d'analyse et le calcul différentiel et intégral des fonctions réelles d'une variable.
MATH-101(en),Analysis I (English),6,https://edu.epfl.ch/studyplan/en/propedeutics/computer-science/coursebook/analysis-i-english-MATH-101-EN,Mountford Thomas,"We study the fundamental concepts of analysis, calculus and the integral of real-valued functions of a real variable."
MATH-101(pi),Analysis I (flipped classroom),6,https://edu.epfl.ch/studyplan/en/propedeutics/computer-science/coursebook/analysis-i-flipped-classroom-MATH-101-PI,Friedli Sacha,Étudier les concepts fondamentaux d'analyse et le calcul différentiel et intégral des fonctions réelles d'une variable. Cette classe est donnée sous forme inversée.
MATH-101(de),Analysis I (German),6,https://edu.epfl.ch/studyplan/en/propedeutics/computer-science/coursebook/analysis-i-german-MATH-101-DE,Krieger Joachim,Es werden die Grundlagen der Analysis sowie der Differential- und Integralrechnung von Funktionen einer reellen Veränderlichen erarbeitet.
PHYS-101(en),General physics : mechanics (English),6,https://edu.epfl.ch/studyplan/en/propedeutics/computer-science/coursebook/general-physics-mechanics-english-PHYS-101-EN,Baquero Ruiz Marcelo,"Students will learn the principles of mechanics to enable a better understanding of physical phenomena, such as the kinematics and dyamics of point masses and solid bodies. Students will acquire the capacity to quantitatively analyze these effects with the appropriate theoretical tools."
PHYS-101(l),General physics : mechanics (flipped classroom),6,https://edu.epfl.ch/studyplan/en/propedeutics/computer-science/coursebook/general-physics-mechanics-flipped-classroom-PHYS-101-L,Hébert Cécile,Le but du cours de physique générale est de donner à l'étudiant les notions de base nécessaires à la compréhension des phénomènes physiques. L'objectif est atteint lorsque l'étudiant est capable de prévoir quantitativement les conséquences de ces phénomènes avec des outils théoriques appropriés.
PHYS-101(de),General physics : mechanics (German),6,https://edu.epfl.ch/studyplan/en/propedeutics/computer-science/coursebook/general-physics-mechanics-german-PHYS-101-DE,Gruetter Rolf,"Die Studenten erwerben die Grundkenntnisse zum Verständnis von physikalischen Phänomenen der Mechanik. Sie entwickeln die Fähigkeit, die Auswirkungen dieser Phänomene mit den entsprechenden theoretischen Werkzeugen quantitativ zu bestimmen."
PHYS-101(c),General physics : mechanics (IN),6,https://edu.epfl.ch/studyplan/en/propedeutics/computer-science/coursebook/general-physics-mechanics-in-PHYS-101-C,"Galland Christophe Marcel Georges, Rusponi Stefano",Le but du cours de physique générale est de donner à l'étudiant les notions de base nécessaires à la compréhension des phénomènes physiques. L'objectif est atteint lorsque l'étudiant est capable de prévoir quantitativement les conséquences de ces phénomènes avec des outils théoriques appropriés.
MATH-111(e),Linear Algebra,6,https://edu.epfl.ch/studyplan/en/propedeutics/computer-science/coursebook/linear-algebra-MATH-111-E,Scherer Jérôme,L'objectif du cours est d'introduire les notions de base de l'algèbre linéaire et ses applications.
MATH-111(en),Linear algebra (english),6,https://edu.epfl.ch/studyplan/en/propedeutics/computer-science/coursebook/linear-algebra-english-MATH-111-EN,Iseli Annina Ursula,The purpose of the course is to introduce the basic notions of linear algebra and its applications.
